,n_table,name,report,structureWithDailyNumbers,structureWithPopulation,values
113,2.0,to,Situation report - 24Coronavirus disease 2019 (COVID-19) 13 February 2020,False,True,[0]
114,2.0,D,Situation report - 24Coronavirus disease 2019 (COVID-19) 13 February 2020,False,True,"[0, 19]"
115,2.0,Frequent hand,Situation report - 24Coronavirus disease 2019 (COVID-19) 13 February 2020,False,True,[0]
0,1.0,COVID,Situation report - 23Coronavirus disease 2019 (COVID-19) 12 February 2020,False,True,"[0, 19]"
1,1.0,"in China,",Situation report - 23Coronavirus disease 2019 (COVID-19) 12 February 2020,False,True,[12]
2,1.0,Province/Region/City,Situation report - 23Coronavirus disease 2019 (COVID-19) 12 February 2020,False,True,[1]
3,1.0,Cases,Situation report - 23Coronavirus disease 2019 (COVID-19) 12 February 2020,False,True,[2]
4,1.0,Hubei,Situation report - 23Coronavirus disease 2019 (COVID-19) 12 February 2020,False,True,"[5917, 33366, 11295, 1068]"
5,1.0,Guangdong,Situation report - 23Coronavirus disease 2019 (COVID-19) 12 February 2020,False,True,"[11346, 1219, 135, 1]"
6,1.0,Zhejiang,Situation report - 23Coronavirus disease 2019 (COVID-19) 12 February 2020,False,True,"[5737, 1131, 263, 0]"
7,1.0,Henan,Situation report - 23Coronavirus disease 2019 (COVID-19) 12 February 2020,False,True,"[9605, 1135, 53, 8, 8]"
8,1.0,Hunan,Situation report - 23Coronavirus disease 2019 (COVID-19) 12 February 2020,False,True,"[6899, 946, 135, 2]"
9,1.0,Anhui,Situation report - 23Coronavirus disease 2019 (COVID-19) 12 February 2020,False,True,"[6324, 889, 79, 4]"
10,1.0,Jiangxi,Situation report - 23Coronavirus disease 2019 (COVID-19) 12 February 2020,False,True,"[4648, 844, 155, 1]"
11,1.0,Jiangsu,Situation report - 23Coronavirus disease 2019 (COVID-19) 12 February 2020,False,True,"[8051, 543, 62, 0]"
12,1.0,Chongqing,Situation report - 23Coronavirus disease 2019 (COVID-19) 12 February 2020,False,True,"[3102, 505, 428, 3]"
13,1.0,Shandong,Situation report - 23Coronavirus disease 2019 (COVID-19) 12 February 2020,False,True,"[10047, 497, 71, 1]"
14,1.0,Sichuan,Situation report - 23Coronavirus disease 2019 (COVID-19) 12 February 2020,False,True,"[8341, 436, 432, 1]"
15,1.0,Heilongjiang,Situation report - 23Coronavirus disease 2019 (COVID-19) 12 February 2020,False,True,"[3773, 378, 171, 8]"
16,1.0,Beijing,Situation report - 23Coronavirus disease 2019 (COVID-19) 12 February 2020,False,True,"[2154, 352, 218, 3]"
17,1.0,Shanghai,Situation report - 23Coronavirus disease 2019 (COVID-19) 12 February 2020,False,True,"[2424, 306, 177, 1]"
18,1.0,Fujian,Situation report - 23Coronavirus disease 2019 (COVID-19) 12 February 2020,False,True,"[3, 941, 272, 74, 0]"
19,1.0,Hebei,Situation report - 23Coronavirus disease 2019 (COVID-19) 12 February 2020,False,True,"[7556, 251, 43, 2]"
20,1.0,Shaanxi,Situation report - 23Coronavirus disease 2019 (COVID-19) 12 February 2020,False,True,"[3864, 225, 367, 0]"
21,1.0,Guangxi,Situation report - 23Coronavirus disease 2019 (COVID-19) 12 February 2020,False,True,"[4926, 222, 248, 1]"
22,1.0,Yunnan,Situation report - 23Coronavirus disease 2019 (COVID-19) 12 February 2020,False,True,"[4830, 154, 89, 0]"
23,1.0,Hainan,Situation report - 23Coronavirus disease 2019 (COVID-19) 12 February 2020,False,True,"[934, 145, 206, 3]"
24,1.0,Shanxi,Situation report - 23Coronavirus disease 2019 (COVID-19) 12 February 2020,False,True,"[3718, 124, 65, 0]"
25,1.0,Guizhou,Situation report - 23Coronavirus disease 2019 (COVID-19) 12 February 2020,False,True,"[3600, 131, 53, 1]"
26,1.0,Liaoning,Situation report - 23Coronavirus disease 2019 (COVID-19) 12 February 2020,False,True,"[4359, 111, 287, 0]"
27,1.0,Tianjin,Situation report - 23Coronavirus disease 2019 (COVID-19) 12 February 2020,False,True,"[1560, 106, 328, 2]"
28,1.0,Gansu,Situation report - 23Coronavirus disease 2019 (COVID-19) 12 February 2020,False,True,"[2637, 86, 18, 2]"
29,1.0,Jilin,Situation report - 23Coronavirus disease 2019 (COVID-19) 12 February 2020,False,True,"[2704, 83, 5, 7, 1]"
30,1.0,Inner Mongolia,Situation report - 23Coronavirus disease 2019 (COVID-19) 12 February 2020,False,True,"[2534, 60, 11, 0]"
31,1.0,Xinjiang,Situation report - 23Coronavirus disease 2019 (COVID-19) 12 February 2020,False,True,"[2487, 59, 31, 0]"
32,1.0,Ningxia,Situation report - 23Coronavirus disease 2019 (COVID-19) 12 February 2020,False,True,"[688, 58, 31, 0]"
33,1.0,Hong Kong SAR,Situation report - 23Coronavirus disease 2019 (COVID-19) 12 February 2020,False,True,"[745, 49, 0, 1]"
34,1.0,Qinghai,Situation report - 23Coronavirus disease 2019 (COVID-19) 12 February 2020,False,True,"[603, 18, 0, 0]"
35,1.0,Taipei and environs,Situation report - 23Coronavirus disease 2019 (COVID-19) 12 February 2020,False,True,"[2359, 18, 0, 0]"
36,1.0,Macao SAR,Situation report - 23Coronavirus disease 2019 (COVID-19) 12 February 2020,False,True,"[66, 10, 0, 0]"
37,1.0,Xizang,Situation report - 23Coronavirus disease 2019 (COVID-19) 12 February 2020,False,True,"[344, 1, 0, 0]"
38,1.0,Total,Situation report - 23Coronavirus disease 2019 (COVID-19) 12 February 2020,False,True,"[142823, 44730, 16067, 1114, 1]"
39,1.0,China Statistical Yearbook,Situation report - 23Coronavirus disease 2019 (COVID-19) 12 February 2020,False,True,"[0, 2019]"
40,1.0,"National Bureau of Statistics of China,",Situation report - 23Coronavirus disease 2019 (COVID-19) 12 February 2020,False,True,"[1, 2]"
41,1.0,n for COVID,Situation report - 23Coronavirus disease 2019 (COVID-19) 12 February 2020,False,True,"[0, 19]"
42,2.0,COVID,Situation report - 23Coronavirus disease 2019 (COVID-19) 12 February 2020,False,True,"[0, 19]"
43,2.0,. Data as of,Situation report - 23Coronavirus disease 2019 (COVID-19) 12 February 2020,False,True,"[1, 2]"
44,2.0,China,Situation report - 23Coronavirus disease 2019 (COVID-19) 12 February 2020,False,True,"[4, 4]"
45,2.0,(,Situation report - 23Coronavirus disease 2019 (COVID-19) 12 February 2020,False,True,[2022]
46,2.0,),Situation report - 23Coronavirus disease 2019 (COVID-19) 12 February 2020,False,True,"[111, 4]"
47,2.0,(,Situation report - 23Coronavirus disease 2019 (COVID-19) 12 February 2020,False,True,[97]
48,2.0,Singapore,Situation report - 23Coronavirus disease 2019 (COVID-19) 12 February 2020,False,True,"[47, 22, 25, 0, 0]"
49,2.0,Japan,Situation report - 23Coronavirus disease 2019 (COVID-19) 12 February 2020,False,True,"[28, 24, 4, 0, 0]"
50,2.0,Republic of Korea,Situation report - 23Coronavirus disease 2019 (COVID-19) 12 February 2020,False,True,"[28, 13, 12]"
51,2.0,(0),Situation report - 23Coronavirus disease 2019 (COVID-19) 12 February 2020,False,True,"[3, 0]"
52,2.0,Malaysia,Situation report - 23Coronavirus disease 2019 (COVID-19) 12 February 2020,False,True,"[18, 15, 3]"
53,2.0,(0),Situation report - 23Coronavirus disease 2019 (COVID-19) 12 February 2020,False,True,"[0, 0]"
54,2.0,Australia,Situation report - 23Coronavirus disease 2019 (COVID-19) 12 February 2020,False,True,"[15, 15, 0, 0, 0]"
55,2.0,Viet Nam,Situation report - 23Coronavirus disease 2019 (COVID-19) 12 February 2020,False,True,"[15, 8, 7, 0, 0]"
56,2.0,Philippines,Situation report - 23Coronavirus disease 2019 (COVID-19) 12 February 2020,False,True,"[3, 2, 0, 1, 1]"
57,2.0,Cambodia,Situation report - 23Coronavirus disease 2019 (COVID-19) 12 February 2020,False,True,"[1, 1, 0, 0, 0]"
58,2.0,South,Situation report - 23Coronavirus disease 2019 (COVID-19) 12 February 2020,False,True,[0]
59,2.0,Thailand,Situation report - 23Coronavirus disease 2019 (COVID-19) 12 February 2020,False,True,"[33, 23, 6]"
60,2.0,(0),Situation report - 23Coronavirus disease 2019 (COVID-19) 12 February 2020,False,True,"[4, 0]"
61,2.0,India,Situation report - 23Coronavirus disease 2019 (COVID-19) 12 February 2020,False,True,"[3, 3, 0, 0, 0]"
62,2.0,Nepal,Situation report - 23Coronavirus disease 2019 (COVID-19) 12 February 2020,False,True,"[1, 1, 0, 0, 0]"
63,2.0,Sri Lanka,Situation report - 23Coronavirus disease 2019 (COVID-19) 12 February 2020,False,True,"[1, 1, 0, 0, 0]"
64,2.0,America,Situation report - 23Coronavirus disease 2019 (COVID-19) 12 February 2020,False,True,"[13, 1, 1, 2, 0, 0]"
65,2.0,Canada,Situation report - 23Coronavirus disease 2019 (COVID-19) 12 February 2020,False,True,"[7, 6, 0, 1, 0]"
66,2.0,Germany,Situation report - 23Coronavirus disease 2019 (COVID-19) 12 February 2020,False,True,"[16, 2, 14, 0, 0]"
67,2.0,France,Situation report - 23Coronavirus disease 2019 (COVID-19) 12 February 2020,False,True,"[11, 5, 6, 0, 0]"
68,2.0,The United Kingdom,Situation report - 23Coronavirus disease 2019 (COVID-19) 12 February 2020,False,True,"[8, 1, 7]"
69,2.0,(0),Situation report - 23Coronavirus disease 2019 (COVID-19) 12 February 2020,False,True,"[0, 0]"
70,2.0,Italy,Situation report - 23Coronavirus disease 2019 (COVID-19) 12 February 2020,False,True,"[3, 3, 0, 0, 0]"
71,2.0,ssian Federation,Situation report - 23Coronavirus disease 2019 (COVID-19) 12 February 2020,False,True,"[2, 2, 0, 0, 0]"
72,2.0,Spain,Situation report - 23Coronavirus disease 2019 (COVID-19) 12 February 2020,False,True,"[2, 0, 2]"
73,2.0,(0),Situation report - 23Coronavirus disease 2019 (COVID-19) 12 February 2020,False,True,"[0, 0]"
74,2.0,Belgium,Situation report - 23Coronavirus disease 2019 (COVID-19) 12 February 2020,False,True,"[1, 1, 0, 0, 0]"
75,2.0,Finland,Situation report - 23Coronavirus disease 2019 (COVID-19) 12 February 2020,False,True,"[1, 1, 0, 0, 0]"
76,2.0,Sweden,Situation report - 23Coronavirus disease 2019 (COVID-19) 12 February 2020,False,True,"[1, 1, 0, 0, 0]"
77,2.0,United Arab Emirates,Situation report - 23Coronavirus disease 2019 (COVID-19) 12 February 2020,False,True,"[8, 6, 1, 1, 0]"
78,2.0,conveyance (Japan),Situation report - 23Coronavirus disease 2019 (COVID-19) 12 February 2020,False,True,[175]
79,2.0,(40),Situation report - 23Coronavirus disease 2019 (COVID-19) 12 February 2020,False,True,"[0, 1, 174, 0]"
80,2.0,COVID,Situation report - 23Coronavirus disease 2019 (COVID-19) 12 February 2020,False,True,"[0, 19]"
81,2.0,ases confirmed in Hong Kong SAR (,Situation report - 23Coronavirus disease 2019 (COVID-19) 12 February 2020,False,True,"[4, 9]"
82,2.0,and environs (,Situation report - 23Coronavirus disease 2019 (COVID-19) 12 February 2020,False,True,[18]
83,2.0,The exposure for,Situation report - 23Coronavirus disease 2019 (COVID-19) 12 February 2020,False,True,[2]
84,2.0,for,Situation report - 23Coronavirus disease 2019 (COVID-19) 12 February 2020,False,True,[6]
85,2.0,Figure,Situation report - 23Coronavirus disease 2019 (COVID-19) 12 February 2020,False,True,[2]
86,2.0,COVID,Situation report - 23Coronavirus disease 2019 (COVID-19) 12 February 2020,False,True,"[0, 19]"
87,2.0,(n=,Situation report - 23Coronavirus disease 2019 (COVID-19) 12 February 2020,False,True,"[15, 5]"
88,2.0,"travel history,",Situation report - 23Coronavirus disease 2019 (COVID-19) 12 February 2020,False,True,"[1, 2]"
89,2.0,February,Situation report - 23Coronavirus disease 2019 (COVID-19) 12 February 2020,False,True,[2020]
90,2.0,Note for figure 2: Of the,Situation report - 23Coronavirus disease 2019 (COVID-19) 12 February 2020,False,True,[441]
91,2.0,"cases reported outside China,",Situation report - 23Coronavirus disease 2019 (COVID-19) 12 February 2020,False,True,[16]
92,2.0,the remaining,Situation report - 23Coronavirus disease 2019 (COVID-19) 12 February 2020,False,True,[425]
93,2.0,"cases, information on date of onset is available only for the",Situation report - 23Coronavirus disease 2019 (COVID-19) 12 February 2020,False,True,[155]
94,2.0,COVID,Situation report - 23Coronavirus disease 2019 (COVID-19) 12 February 2020,False,True,"[0, 19]"
95,2.0,(n=,Situation report - 23Coronavirus disease 2019 (COVID-19) 12 February 2020,False,True,[441]
96,2.0,"history,",Situation report - 23Coronavirus disease 2019 (COVID-19) 12 February 2020,False,True,"[1, 2]"
0,1.0,Confirmed cases of 2019,Situation report - 22Novel Coronavirus (2019-nCoV) 11 February 2020,False,False,[0]
1,1.0,"China,",Situation report - 22Novel Coronavirus (2019-nCoV) 11 February 2020,False,False,[11]
2,1.0,Hubei,Situation report - 22Novel Coronavirus (2019-nCoV) 11 February 2020,False,False,[31728]
3,1.0,Guangdong,Situation report - 22Novel Coronavirus (2019-nCoV) 11 February 2020,False,False,[1177]
4,1.0,Zhejiang,Situation report - 22Novel Coronavirus (2019-nCoV) 11 February 2020,False,False,[1117]
5,1.0,Henan,Situation report - 22Novel Coronavirus (2019-nCoV) 11 February 2020,False,False,[1105]
6,1.0,Hunan,Situation report - 22Novel Coronavirus (2019-nCoV) 11 February 2020,False,False,[912]
7,1.0,Anhui,Situation report - 22Novel Coronavirus (2019-nCoV) 11 February 2020,False,False,[860]
8,1.0,Jiangxi,Situation report - 22Novel Coronavirus (2019-nCoV) 11 February 2020,False,False,[804]
9,1.0,Jiangsu,Situation report - 22Novel Coronavirus (2019-nCoV) 11 February 2020,False,False,[515]
10,1.0,Chongqing,Situation report - 22Novel Coronavirus (2019-nCoV) 11 February 2020,False,False,[486]
11,1.0,Shandong,Situation report - 22Novel Coronavirus (2019-nCoV) 11 February 2020,False,False,[486]
12,1.0,Sichuan,Situation report - 22Novel Coronavirus (2019-nCoV) 11 February 2020,False,False,[417]
13,1.0,Heilongjiang,Situation report - 22Novel Coronavirus (2019-nCoV) 11 February 2020,False,False,[360]
14,1.0,Beijing,Situation report - 22Novel Coronavirus (2019-nCoV) 11 February 2020,False,False,[342]
15,1.0,Shanghai,Situation report - 22Novel Coronavirus (2019-nCoV) 11 February 2020,False,False,[302]
16,1.0,Fujian,Situation report - 22Novel Coronavirus (2019-nCoV) 11 February 2020,False,False,[267]
17,1.0,Hebei,Situation report - 22Novel Coronavirus (2019-nCoV) 11 February 2020,False,False,[239]
18,1.0,Shaanxi,Situation report - 22Novel Coronavirus (2019-nCoV) 11 February 2020,False,False,[219]
19,1.0,Guangxi,Situation report - 22Novel Coronavirus (2019-nCoV) 11 February 2020,False,False,[215]
20,1.0,Yunnan,Situation report - 22Novel Coronavirus (2019-nCoV) 11 February 2020,False,False,[149]
21,1.0,Hainan,Situation report - 22Novel Coronavirus (2019-nCoV) 11 February 2020,False,False,[142]
22,1.0,Shanxi,Situation report - 22Novel Coronavirus (2019-nCoV) 11 February 2020,False,False,[122]
23,1.0,Guizhou,Situation report - 22Novel Coronavirus (2019-nCoV) 11 February 2020,False,False,[118]
24,1.0,Liaoning,Situation report - 22Novel Coronavirus (2019-nCoV) 11 February 2020,False,False,[108]
25,1.0,Tianjin,Situation report - 22Novel Coronavirus (2019-nCoV) 11 February 2020,False,False,[96]
26,1.0,Gansu,Situation report - 22Novel Coronavirus (2019-nCoV) 11 February 2020,False,False,[86]
27,1.0,Jilin,Situation report - 22Novel Coronavirus (2019-nCoV) 11 February 2020,False,False,[81]
28,1.0,Inner Mongolia,Situation report - 22Novel Coronavirus (2019-nCoV) 11 February 2020,False,False,[58]
29,1.0,Xinjiang,Situation report - 22Novel Coronavirus (2019-nCoV) 11 February 2020,False,False,[55]
30,1.0,Ningxia,Situation report - 22Novel Coronavirus (2019-nCoV) 11 February 2020,False,False,[53]
31,1.0,Hong Kong SAR,Situation report - 22Novel Coronavirus (2019-nCoV) 11 February 2020,False,False,[42]
32,1.0,Qinghai,Situation report - 22Novel Coronavirus (2019-nCoV) 11 February 2020,False,False,[18]
33,1.0,Taipei and environs,Situation report - 22Novel Coronavirus (2019-nCoV) 11 February 2020,False,False,[18]
34,1.0,Macao SAR,Situation report - 22Novel Coronavirus (2019-nCoV) 11 February 2020,False,False,[10]
35,1.0,Xizang,Situation report - 22Novel Coronavirus (2019-nCoV) 11 February 2020,False,False,[1]
36,1.0,Total,Situation report - 22Novel Coronavirus (2019-nCoV) 11 February 2020,False,False,[42]
37,2.0,ed confirmed,Situation report - 22Novel Coronavirus (2019-nCoV) 11 February 2020,False,False,"[2019, 0]"
38,2.0,. Data as of,Situation report - 22Novel Coronavirus (2019-nCoV) 11 February 2020,False,False,[11]
39,2.0,China,Situation report - 22Novel Coronavirus (2019-nCoV) 11 February 2020,False,False,[42]
40,2.0,(,Situation report - 22Novel Coronavirus (2019-nCoV) 11 February 2020,False,False,[2484]
41,2.0,),Situation report - 22Novel Coronavirus (2019-nCoV) 11 February 2020,False,False,[1017]
42,2.0,(,Situation report - 22Novel Coronavirus (2019-nCoV) 11 February 2020,False,False,[108]
43,2.0,Singapore,Situation report - 22Novel Coronavirus (2019-nCoV) 11 February 2020,False,False,"[45, 22, 23]"
44,2.0,(1),Situation report - 22Novel Coronavirus (2019-nCoV) 11 February 2020,False,False,"[0, 0]"
45,2.0,Republic of Korea,Situation report - 22Novel Coronavirus (2019-nCoV) 11 February 2020,False,False,"[28, 13, 12]"
46,2.0,(0),Situation report - 22Novel Coronavirus (2019-nCoV) 11 February 2020,False,False,"[3, 0]"
47,2.0,Japan,Situation report - 22Novel Coronavirus (2019-nCoV) 11 February 2020,False,False,"[26, 22, 4, 0]"
48,2.0,(0),Situation report - 22Novel Coronavirus (2019-nCoV) 11 February 2020,False,False,[0]
49,2.0,Malaysia,Situation report - 22Novel Coronavirus (2019-nCoV) 11 February 2020,False,False,"[18, 15, 3]"
50,2.0,(0),Situation report - 22Novel Coronavirus (2019-nCoV) 11 February 2020,False,False,"[0, 0]"
51,2.0,Australia,Situation report - 22Novel Coronavirus (2019-nCoV) 11 February 2020,False,False,"[15, 15, 0, 0, 0]"
52,2.0,Viet Nam,Situation report - 22Novel Coronavirus (2019-nCoV) 11 February 2020,False,False,"[15, 8, 6, 1, 0]"
53,2.0,Philippines,Situation report - 22Novel Coronavirus (2019-nCoV) 11 February 2020,False,False,"[3, 2, 0, 1, 1]"
54,2.0,Cambodia,Situation report - 22Novel Coronavirus (2019-nCoV) 11 February 2020,False,False,"[1, 1, 0, 0, 0]"
55,2.0,South,Situation report - 22Novel Coronavirus (2019-nCoV) 11 February 2020,False,False,[0]
56,2.0,Thailand,Situation report - 22Novel Coronavirus (2019-nCoV) 11 February 2020,False,False,"[33, 23, 6]"
57,2.0,(0),Situation report - 22Novel Coronavirus (2019-nCoV) 11 February 2020,False,False,"[4, 0]"
58,2.0,India,Situation report - 22Novel Coronavirus (2019-nCoV) 11 February 2020,False,False,"[3, 3, 0, 0, 0]"
59,2.0,Nepal,Situation report - 22Novel Coronavirus (2019-nCoV) 11 February 2020,False,False,"[1, 1, 0, 0, 0]"
60,2.0,Sri Lanka,Situation report - 22Novel Coronavirus (2019-nCoV) 11 February 2020,False,False,"[1, 1, 0, 0, 0]"
61,2.0,America,Situation report - 22Novel Coronavirus (2019-nCoV) 11 February 2020,False,False,"[13, 11, 2, 0, 0]"
62,2.0,Canada,Situation report - 22Novel Coronavirus (2019-nCoV) 11 February 2020,False,False,[7]
63,2.0,(0),Situation report - 22Novel Coronavirus (2019-nCoV) 11 February 2020,False,False,"[6, 0, 1, 0]"
64,2.0,Germany,Situation report - 22Novel Coronavirus (2019-nCoV) 11 February 2020,False,False,"[14, 2, 12]"
65,2.0,(0),Situation report - 22Novel Coronavirus (2019-nCoV) 11 February 2020,False,False,"[0, 0]"
66,2.0,France,Situation report - 22Novel Coronavirus (2019-nCoV) 11 February 2020,False,False,"[11, 5, 6, 0, 0]"
67,2.0,The United Kingdom,Situation report - 22Novel Coronavirus (2019-nCoV) 11 February 2020,False,False,"[8, 1, 7]"
68,2.0,(4),Situation report - 22Novel Coronavirus (2019-nCoV) 11 February 2020,False,False,"[0, 0]"
